droga,marca,presentacion,laboratorio,precio
alprazolam,"ALPRAZOL 12.100,08",1 mg comp.x 30,Casasco,511.16
alprazolam,"XANAX 12.213,61",1 mg comp.x 30,Aspen Pharma,2698.98
alprazolam,"ALPLAX 12.519,97",1 mg comp.x 30,Gador,3207.54
alprazolam,"BESTROL 14.157,48",1 mg comp.x 40,Cetus,4931.51
alprazolam,"EMERAL 19.401,12",1 mg comp.x 50,Siegfried,4730.28
alprazolam,"PRINOX 1 MG 19.608,24",1 mg comp.x 50,Eurofarma,5889.27
alprazolam,"TRANQUINAL 20.205,93",1 mg comp.x 50,BagÃ³,6879.06
alprazolam,"PTA 1.070,89",1 mg comp.x 60,Sidus,535.45
alprazolam,KRAMA,1 mg comp.x 60,Duncan,7076.55
alprazolam,"ROSPAZ 18.822,11",1 mg comp.x 60,Rospaw,4916.17
alprazolam,"BESTROL 19.761,66",1 mg comp.x 60,Cetus,6884.26
alprazolam,"ALPRAZOLAM DENVER FARMA1 20.444,61",mg comp.x 60,Denver Farma,5455.92
alprazolam,"AMZIAX 22.121,03",1 mg comp.x 60,Soubeiran Chobe,5808.55
alprazolam,"TRANQUINAL 22.806,17",1 mg comp.x 60,BagÃ³,7336.97
alprazolam,,1 mg comp.x 60,,5498.6
alprazolam,"XANAX 23.915,39",1 mg comp.x 60,Aspen Pharma,5364.94
alprazolam,"ALPRAZOL 23.975,82",1 mg comp.x 60,Casasco,5444.75
alprazolam,"ALPLAX 24.657,23",1 mg comp.x 60,Gador,5924.24
alprazolam,"ALPLAX XR 14.625,55",2 mg comp.lib.prol.x 20,Gador,3177.2
alprazolam,"NOVAZOLAM 2 MG 18.150,00",2 mg comp.multirran.x 30,Monserrat,4138.13
alprazolam,"NOVAZOLAM 2 MG 36.200,00",2 mg comp.multirran.x 60,Monserrat,7292.83
alprazolam,"TENSIUM 19.302,25",2 mg comp.ran.x 30,Baliarda,4842.05
alprazolam,"TRANQUINAL 59.775,24",2 mg comp.x 100,BagÃ³,17723.77
alprazolam,"PTA 804,98",2 mg comp.x 30,Sidus,402.49
alprazolam,BECEDE,2 2 mg comp.x 30,Vannier,15466.33
alprazolam,"ROSPAZ 15.921,71",2 mg comp.x 30,Rospaw,3878.8
alprazolam,"AMZIAX 17.396,88",2 mg comp.x 30,Soubeiran Chobe,4844.07
alprazolam,,2 mg comp.x 30,,4595.76
alprazolam,"TRANQUINAL 17.893,51",2 mg comp.x 30,BagÃ³,5482.69
alprazolam,"PRINOX 2 MG 18.056,59",2 mg comp.x 30,Eurofarma,4713.08
alprazolam,"EMERAL 18.063,69",2 mg comp.x 30,Siegfried,4653.88
alprazolam,ALPRAZOL,2 mg comp.x 30,Casasco,18792.24
alprazolam,"ALPLAX 19.281,10",2 mg comp.x 30,Gador,4976.29
alprazolam,"EMERAL 30.906,54",2 mg comp.x 50,Siegfried,7201.11
alprazolam,"TRANQUINAL 31.523,62",2 mg comp.x 50,BagÃ³,9577.49
alprazolam,"PRINOX 2 MG 32.680,87",2 mg comp.x 50,Eurofarma,8611.52
alprazolam,"PTA 1.373,48",2 mg comp.x 60,Sidus,686.74
alprazolam,BECEDE,2 2 mg comp.x 60,Vannier,27323.11
alprazolam,"ROSPAZ 28.133,13",2 mg comp.x 60,Rospaw,7636.34
alprazolam,"ALPRAZOLAM DENVER FARMA2 30.423,13",mg comp.x 60,Denver Farma,8568.82
alprazolam,"TRANQUINAL 35.807,97",2 mg comp.x 60,BagÃ³,10839.45
alprazolam,"ALPRAZOL 36.647,96",2 mg comp.x 60,Casasco,8785.22
alprazolam,"ALPLAX 38.177,50",2 mg comp.x 60,Gador,9677.59
"alprazolam,",,"domperidona, asoc.SIDOMAL comp.x 30 17.050,00",Sanitas,4724.42
"alprazolam,",,"domperidona, asoc.ALPLAX NET comp.x 30 18.715,16",Gador,5420.33
"alprazolam,",,"domperidona, asoc.TENSIUM GASTRIC comp.x 30 18.848,64",Baliarda,5857.7
"alprazolam,",,"domperidona, asoc.ANSIELIX DIGEST comp.x 30 21.105,49",Craveri,5957.93
"alprazolam,",,"sulpirida ALPLAX DIGEST caplets x 30 12.951,70",Gador,2672.02
"alprazolam,",,"sulpirida ALPLAX DIGEST caplets x 60 25.287,22",Gador,5102.69
alprostadil,,0.5 mg/ml,Richet,359950.39
alprostadil,,1 x 1 ml,Gray,336841.04
"aluminio,cloruro",,30 ml,Siegfried,25878.7
"aluminio,cloruro",,60 ml,CassarÃ¡,19910.0
"aluminio,hidr.,",,"magn.hidr., si ALUDROX II ClÃ¡sico comp.mast.x 18",Omicron,9926.57
"aluminio,hidr.,",,"magn.hidr., si ALUDROX II ClÃ¡sico comp.mast.x 6",Omicron,3745.45
"aluminio,hidr.,",,"magn.hidr., si ACI-TIP comp.mast.x 10",Siegfried,1413.26
"aluminio,hidr.,",,"magn.hidr., si ACI-TIP comp.mast.x 50",Siegfried,6359.68
"aluminio,hidr.,",,"magn.hidr., si FACTOR AG ANTIACIDO comp.x 30",Casasco,352.01
"aluminio,hidr.,",,"magn.hidr., si MYLANTA II comp.x 30",Elea,23374.66
"aluminio,hidr.,",,"magn.hidr., si MYLANTA II comp.x 60",Elea,43506.56
"aluminio,hidr.,",,160 ml,Elea,26215.23
"aluminio,hidr.,",,160 ml,Elea,20963.09
"aluminio,hidr.,",,360 ml,Elea,52649.63
"aluminio,hidr.,",,x 150 ml,Omicron,16936.0
"aluminio,hidr.,",,160 ml,Elea,21970.11
"aluminio,hidr.,",,175 ml,HLB Pharma,11355.51
"alverina,",,mg caps.x 20,Craveri,31335.39
"alverina,",,mg caps.x 30,Craveri,45247.61
"alverina,",,mg caps.x 60,Craveri,72302.37
"alverina,",,simeticona METEOSPASMYL caps.bl.x 30,Rossmore Pharma,30846.13
"alverina,",,simeticona METEOSPASMYL caps.bl.x 60,Rossmore Pharma,53982.02
amantadina,"VIROSOL 24.058,42",100 mg comp.x 10,Elea,1362.29
amantadina,ACTISON,100 mg comp.x 30,Eurofarma,41982.01
amantadina,"AMPAKINE 64.227,24",100 mg comp.x 30,Rontag,3885.48
amantadina,"VIROSOL 71.405,42",100 mg comp.x 30,Elea,3857.5
amantadina,ACTISON,100 mg comp.x 60,Eurofarma,78399.11
amantadina,"AMPAKINE 122.963,01",100 mg comp.x 60,Rontag,7438.8
"ambay,",,asoc. PASTILLA DE AMBAY past.x 16,Cabuchi,10654.69
"ambay,",,asoc. PASTILLA DE AMBAY SABOR M past.x 16,Cabuchi,10654.69
"ambay,",,asoc. PASTILLA DE AMBAY past.x 24,Cabuchi,17340.7
ambrisentan,AMBRISENEX,10 10 mg comp.rec.x 30,Finadiet,6491198.38
ambrisentan,SOBUNIR,10 mg comp.rec.x 30,Aspen,8853493.45
ambrisentan,,10 10 mg comp.rec.x 30,,13917505.37
ambrisentan,ELUTAN,10 mg comp.x 30,Casasco,5293596.57
ambrisentan,NEWAY,10 10 mg comp.x 30,LKM Onco/Especi,6668100.3
ambrisentan,BRYSENTIS,10 mg comp.x 30,Tuteur,6801189.54
ambrisentan,VOLIBRIS,10 mg comp.x 30,GlaxoSmithKline,7374378.95
ambrisentan,AMBRISENEX,5 5 mg comp.rec.x 30,Finadiet,4141830.18
ambrisentan,SOBUNIR,5 mg comp.rec.x 30,Aspen,8429586.4
ambrisentan,,5 5 mg comp.rec.x 30,,11746264.22
ambrisentan,ELUTAN,5 mg comp.x 30,Casasco,3784622.49
ambrisentan,NEWAY,5 5 mg comp.x 30,LKM Onco/Especi,4767317.28
ambrisentan,BRYSENTIS,5 mg comp.x 30,Tuteur,5135136.2
ambrisentan,VOLIBRIS,5 mg comp.x 30,GlaxoSmithKline,5272266.55
ambrisentan,BRIOTAZ,5 mg comp.x 30,BagÃ³,10317544.37
ambroxol,,100 ml,Biosintex Retai,12201.0
ambroxol,,MUCOSOLVAN 24 HS caps.acc.prol.x 10 Opella Healthca,,429.9
ambroxol,,120 ml,,429.9
ambroxol,,120 ml,,785.79
ambroxol,,120 ml,,10999.0
ambroxol,,120 ml,Fecofar,11609.46
ambroxol,,120 ml,,12999.0
ambroxol,,120 ml,Elea,15865.49
ambroxol,,120 ml,Lafedar,16408.46
ambroxol,,120 ml,Elea,3658.69
ambroxol,,5 x 5 g,Excelentia,10000.0
ambroxol,,40 ml,,229.08
"ambroxol,",,120 ml,Temis-LostalÃ³,11760.12
"ambroxol,",,150 ml,Beta,14489.99
"ambroxol,",,150 ml,Elea,3889.2
"ambroxol,",,120 ml,Biosintex Retai,112.0
"ambroxol,",,120 ml,Biosintex,13669.0
"ambroxol,",,120 ml,Savant Consumer,3703.84
"ambroxol,",,150 ml,Pfizer,14556.81
"ambroxol,",,200 ml,Pfizer,2286.14
"ambroxol,",,30 ml,Montpellier,3530.89
"ambroxol,",,120 ml,,1989.11
"ambroxol,",,"paracetamol, asoc. LETONDAL comp.x 10",Finadiet,9477.71
amikacina,,500 mg,Richet,6696.36
"amilo,salicilato,",,165 g,Imvi,33553.03
"amilo,salicilato,",,40 g,Elea,11529.33
"amilo,salicilato,",,x 1 x 10 g,Imvi,2575.98
"amilo,salicilato,",,x 40 g,Imvi,10576.06
aminoÃ¡cidos,,500 ml,Fresenius Kabi,203325.32
aminoÃ¡cidos,,500 ml,Fresenius Kabi,325278.69
"aminoÃ¡cidos,",,x 1250 ml,,253862.0
"aminoÃ¡cidos,",,x 1875 ml,,280147.2
"aminoÃ¡cidos,",,vit.b12 POLPER B12 a.beb.x 10,Casasco,25765.24
"aminoÃ¡cidos,",,vit.b12 POLPER B12 a.beb.x 30,Casasco,65474.64
"aminoÃ¡cidos,",,rec.x 30,Raymos-Megalabs,9895.78
"aminoÃ¡cidos,",,vit.b12 POLPER B12 FORTE comp.x 30,Casasco,71431.59
"aminoÃ¡cidos,",,vit.b12 POLPER B12 A.F. sob.x 30,Casasco,37978.26
"aminoÃ¡cidos,",,vit.b6 RED NEURAL COMPRIMIDOS comp.x 20,Omicron,10499.97
"aminoÃ¡cidos,",,vit.b6 RED NEURAL GRANULADO sob.x 10,Omicron,13519.38
"aminoÃ¡cidos,",,vit.b6 RED NEURAL GRANULADO sob.x 20,Omicron,19693.09
"aminocaproico,Ã¡c",,2 g,Siegfried,49395.74
amiodarona,,200 mg comp.x 20,,12002.88
amiodarona,RITMONIL,200 200 mg comp.x 20,Lepetit,14400.0
amiodarona,"MIODARONA 16.905,16",200 mg comp.x 20,Lafedar,690.87
amiodarona,"MIODARONA 31.783,27",200 mg comp.x 40,Lafedar,1006.06
amiodarona,,200 mg comp.x 50,,29514.1
amiodarona,RITMONIL,200 200 mg comp.x 50,Lepetit,37570.0
amiodarona,,"ATLANSIL comp.x 20 16.970,00",Roemmers,2564.13
amiodarona,,"ATLANSIL comp.x 50 44.278,00",Roemmers,6689.65
amitriptilina,"TRYPTALGIN 21.160,42",10 mg comp.rec.x 30,Craveri,3606.78
amitriptilina,"FIORDA 21.061,23",25 mg comp.rec.x 30,Lafedar,3593.65
amitriptilina,"TRYPTALGIN 24.648,56",25 mg comp.rec.x 30,Craveri,4265.08
amitriptilina,AMITRIPTILINA LUAR,25 mg comp.rec.x 50,QuÃ­mica Luar,67.95
amitriptilina,"TRYPTANOL 68.751,08",25 mg comp.x 100,BagÃ³,13131.72
amitriptilina,"AMIPTRIL 19.860,84",25 mg comp.x 30,Rospaw,5667.38
amitriptilina,"TRYPTANOL 22.302,12",25 mg comp.x 30,BagÃ³,4105.87
amitriptilina,AMITRIPTILINA CEVALLOS,25 mg comp.x 50,Cevallos,23462.4
amitriptilina,"TRYPTALGIN 47.914,52",75 mg comp.rec.x 30,Craveri,8615.03
amitriptilina,AMITRIPTILINA CEVALLOS,75 mg comp.x 30,Cevallos,26500.0
amitriptilina,"AMIPTRIL 34.970,08",75 mg comp.x 30,Rospaw,8421.35
amitriptilina,"TRYPTANOL 44.585,68",75 mg comp.x 30,BagÃ³,9047.55
amivantamab,,x 7 ml,Janssen-Cilag,3452079.2
amlodipina,"CARDIVAS 29.262,30",10 mg comp.ran.x 30,Sidus,6000.38
amlodipina,"ILDUC 29.858,02",10 mg comp.ran.x 30,Baliarda,9190.82
amlodipina,ILDUC,10 mg comp.ran.x 60,Baliarda,56129.3
amlodipina,TENSIMED,10 mg comp.rec.x 30,Lepetit,26820.0
amlodipina,"AMLOPAW 11.569,67",10 mg comp.x 10,Rospaw,2631.7
amlodipina,"AMZE 36.134,07",10 mg comp.x 28,Richmond,7617.64
amlodipina,"OTERAMINA 10.048,14",10 mg comp.x 30,Savant Generic,4019.26
amlodipina,"AMLOC ODT 16.686,08",10 mg comp.x 30,Aspen Pharma,6674.43
amlodipina,"AMLOTENS 20.250,42",10 mg comp.x 30,Klonal,6235.21
amlodipina,ABLOOM,10 mg comp.x 30,Duncan,20983.95
amlodipina,"AMLODIPINA RICHET 21.973,40",10 mg comp.x 30,Richet,7263.99
amlodipina,"BRANCILINA 22.155,42",10 mg comp.x 30,Fecofar,7451.48
amlodipina,AMLODISANE,10 mg comp.x 30,Eczane,23075.14
amlodipina,VERODIPIN,10 mg comp.x 30,Sant Gall,24389.46
amlodipina,"HIPERTENSAL 25.335,04",10 mg comp.x 30,Finadiet,5029.47
amlodipina,"AMLODIPINA VANNIER 25.445,65",10 mg comp.x 30,Vannier,7685.36
amlodipina,"AMLOPAW 25.921,90",10 mg comp.x 30,Rospaw,7861.21
amlodipina,"MITOKOR 27.319,39",10 mg comp.x 30,Biotenk,6713.78
amlodipina,"COROVAL 29.010,00",10 10 mg comp.x 30,Roemmers,7834.22
amlodipina,"INDALTEN 29.083,91",10 mg comp.x 30,Montpellier,5478.0
amlodipina,"PELMEC 29.935,98",10 mg comp.x 30,Casasco,9686.38
amlodipina,,10 mg comp.x 30,,9092.42
amlodipina,"TERVALON 31.078,83",10 mg comp.x 30,Lazar,8936.16
amlodipina,"ANGIOFILINA 33.300,00",10 mg comp.x 30,Fabra,10342.09
amlodipina,"TERLOC 33.854,65",10 mg comp.x 30,Teva argentina,10282.24
amlodipina,,10 mg comp.x 30,,7764.63
amlodipina,"ZUNDIC 34.999,33",10 mg comp.x 30,Nolter,5627.96
amlodipina,"CALPRES 35.799,40",10 mg comp.x 30,Temis-LostalÃ³,8084.38
amlodipina,"CARDIOREX 36.945,46",10 mg comp.x 30,BagÃ³,12002.02
amlodipina,"AMLOPAW 51.342,41",10 mg comp.x 50,Rospaw,10935.52
amlodipina,COROVAL,10 10 mg comp.x 60,Roemmers,56364.0
amlodipina,"PELMEC 56.532,15",10 mg comp.x 60,Casasco,18750.9
amlodipina,"TERLOC 61.894,80",10 mg comp.x 60,Teva argentina,18708.68
amlodipina,"CALPRES 64.857,83",10 mg comp.x 60,Temis-LostalÃ³,17240.15
amlodipina,,10 mg,Aspen Pharma,7091.66
amlodipina,,10 mg,Aspen Pharma,12426.58
amlodipina,,10 mg,Aspen Pharma,21228.75
amlodipina,"CARDIVAS 14.930,95",5 mg comp.ran.x 30,Sidus,3848.83
amlodipina,"ILDUC 16.238,66",5 mg comp.ran.x 30,Baliarda,5037.87
amlodipina,ILDUC,5 mg comp.ran.x 60,Baliarda,30714.94
amlodipina,TENSIMED,5 mg comp.rec.x 30,Lepetit,14460.0
amlodipina,"AMLOPAW 9.178,60",5 mg comp.x 10,Rospaw,1392.84
amlodipina,"AMZE 20.355,38",5 mg comp.x 28,Richmond,4486.17
amlodipina,ABLOOM,5 5 mg comp.x 30,Duncan,6687.34
amlodipina,"AMLOC ODT 8.567,93",5 mg comp.x 30,Aspen Pharma,3427.17
amlodipina,"AMLOTENS 10.744,51",5 mg comp.x 30,Klonal,3308.29
amlodipina,"BRANCILINA 12.272,75",5 mg comp.x 30,Fecofar,3897.2
amlodipina,"AMLODIPINA RICHET 12.772,87",5 mg comp.x 30,Richet,4284.18
amlodipina,VERODIPIN,5 mg comp.x 30,Sant Gall,13983.25
amlodipina,"MITOKOR 15.363,40",5 mg comp.x 30,Biotenk,4031.98
amlodipina,AMLODIPINA VANNIER,5 mg comp.x 30,Vannier,15534.33
amlodipina,"AMLOPAW 15.573,50",5 mg comp.x 30,Rospaw,4282.75
amlodipina,"HIPERTENSAL 15.578,64",5 mg comp.x 30,Finadiet,3555.9
amlodipina,"INDALTEN 15.673,44",5 mg comp.x 30,Montpellier,3400.24
amlodipina,"PELMEC 16.004,83",5 mg comp.x 30,Casasco,5192.8
amlodipina,"COROVAL 16.245,00",5 5 mg comp.x 30,Roemmers,4828.55
amlodipina,,5 mg comp.x 30,,4976.1
amlodipina,"TERVALON 16.370,57",5 mg comp.x 30,Lazar,4746.01
amlodipina,AMLODISANE,5 mg comp.x 30,Eczane,17229.3
amlodipina,"ANGIOFILINA 17.607,00",5 mg comp.x 30,Fabra,5484.18
amlodipina,,5 mg comp.x 30,,4792.64
amlodipina,"TERLOC 18.392,28",5 mg comp.x 30,Teva argentina,5708.6
amlodipina,"CALPRES 19.460,25",5 mg comp.x 30,Temis-LostalÃ³,5625.21
amlodipina,"CARDIOREX 19.551,97",5 mg comp.x 30,BagÃ³,6475.03
amlodipina,"ZUNDIC 21.275,43",5 mg comp.x 30,Nolter,3489.39
amlodipina,"PELMEC 30.842,67",5 mg comp.x 60,Casasco,10640.37
amlodipina,COROVAL,5 5 mg comp.x 60,Roemmers,31034.0
amlodipina,"AMLOPAW 32.993,06",5 mg comp.x 60,Rospaw,7825.28
amlodipina,"TERLOC 36.035,49",5 mg comp.x 60,Teva argentina,11326.46
amlodipina,"CALPRES 38.105,63",5 mg comp.x 60,Temis-LostalÃ³,11184.46
amlodipina,,5 mg,Aspen Pharma,2624.46
amlodipina,,5 mg,Aspen Pharma,6850.94
amlodipina,,5 mg,Aspen Pharma,11948.46
amlodipina,30 G,AMLODICORD 5 comp.ran.x,,3329.06
amlodipina,30 G,AMLODICORD 10 comp.ran.x,,5081.81
amlodipina,60 G,AMLODICORD 5 comp.ran.x,,6843.63
amlodipina,60 G,AMLODICORD 10 comp.ran.x,,10413.44
"amlodipina,",,mg comp.x 30,Sidus,13352.22
"amlodipina,",,mg comp.x 30,Casasco,14035.62
"amlodipina,",,mg comp.x 30,Sidus,18000.33
"amlodipina,",,mg comp.x 30,Sidus,10829.8
"amlodipina,",,mg comp.x 30,Casasco,11522.99
"amlodipina,",,mg comp.x 30,Sidus,16018.04
"amlodipina,",,mg caps.x 30,,6223.51
"amlodipina,",,mg caps.x 30,Casasco,6596.33
"amlodipina,",,mg caps.x 30,Baliarda,6680.98
"amlodipina,",,mg caps.x 30,Teva argentina,8359.75
"amlodipina,",,mg caps.x 30,Teva argentina,11208.21
"amlodipina,",,mg caps.x 30,Casasco,10322.73
"amlodipina,",,mg caps.x 30,Baliarda,10041.25
"amlodipina,",,mg caps.x 30,,9724.78
"amlodipina,",,mg caps.x 30,Teva argentina,15717.47
"amlodipina,",,mg caps.x 30,,12053.58
"amlodipina,",,mg caps.x 30,Casasco,12833.82
"amlodipina,",,mg caps.x 30,Baliarda,12661.62
"amlodipina,",,mg comp.rec.x 30,BagÃ³,10238.82
"amlodipina,",,mg comp.x 30,Elea,14552.64
"amlodipina,",,mg caps.x 30,Baliarda,13776.59
"amlodipina,",,mg comp.rec.x 30,Fecofar,28344.71
"amlodipina,",,mg comp.rec.x 30,Lepetit,32320.0
"amlodipina,",,mg comp.rec.x 30,Roemmers,14373.67
"amlodipina,",,mg comp.rec.x 60,Roemmers,9684.21
"amlodipina,",,mg comp.x 30,Casasco,13783.21
"amlodipina,",,mg comp.x 30,,13484.56
"amlodipina,",,mg comp.x 30,Teva argentina,15267.79
"amlodipina,",,mg comp.x 60,Casasco,10760.24
"amlodipina,",,mg comp.x 60,Lepetit,54640.0
"amlodipina,",,mg caps.x 30,Baliarda,12438.85
"amlodipina,",,mg comp.rec.x 30,Roemmers,12954.06
"amlodipina,",,mg comp.rec.x 60,Roemmers,9591.2
"amlodipina,",,mg comp.x 30,Fecofar,25540.83
"amlodipina,",,mg comp.x 30,Lepetit,29160.0
"amlodipina,",,mg comp.x 30,Casasco,12428.33
"amlodipina,",,mg comp.x 30,,12429.12
"amlodipina,",,mg comp.x 30,Teva argentina,13687.93
"amlodipina,",,mg comp.x 60,Casasco,10656.97
"amlodipina,",,mg comp.x 60,Lepetit,49220.0
"amlodipina,",,mg comp.rec.x 30,BagÃ³,9227.53
"amlodipina,",,mg comp.x 30,Elea,13692.5
"amlodipina,",,"losartÃ¡n, hidroclo PELMEC MAX D comp.x 60 (30+30) 48.228,91",Casasco,12344.63
amorolfina,,x 4 ml,Panalab,71490.67
amorolfina,,x 5 ml,CassarÃ¡,37210.0
amorolfina,,x 5 ml,Galderma,81526.58
amoxicilina,,1 g comp.rec.x 16,,6909.16
amoxicilina,,1 g comp.rec.x 8,,3375.13
amoxicilina,"AMOXICILINA RICHET 21.561,59",1 g comp.x 16,Richet,6842.46
amoxicilina,"AMOXIDAL 24.586,00",1 g comp.x 16,Roemmers,6379.01
amoxicilina,"AMOXICILINA RICHET 10.332,95",1 g comp.x 8,Richet,3334.6
amoxicilina,,1 g,Roemmers,2856.04
amoxicilina,AMOXOL,1000 1000 mg comp.x 10,Medisol,10500.0
amoxicilina,AMOXIFARMA,1000 mg comp.x 16,HLB Pharma,12184.02
amoxicilina,AMOXOL,1000 1000 mg comp.x 16,CassarÃ¡,14100.0
amoxicilina,AMOX-G,1000 mg comp.x 16,Klonal,17963.68
amoxicilina,"CLIACIL 21.689,20",1000 1000 mg comp.x 16,Ronnet,5884.72
amoxicilina,"DARZITIL 24.815,00",1000 mg comp.x 16,Fabra,7546.26
amoxicilina,"TRIFAMOX 27.055,09",1000 mg comp.x 16,BagÃ³,8685.01
amoxicilina,AMOXIFARMA,1000 mg comp.x 8,HLB Pharma,6660.6
amoxicilina,"CLIACIL 10.546,50",1000 1000 mg comp.x 8,Ronnet,3057.0
amoxicilina,"DARZITIL 10.869,00",1000 mg comp.x 8,Fabra,3282.61
amoxicilina,,120 ml,BagÃ³,3494.71
amoxicilina,,90 ml,Fecofar,2474.93
amoxicilina,,90 ml,Fabra,2911.19
amoxicilina,,250 mg,Richet,2691.51
amoxicilina,,250 mg,Richet,3337.3
amoxicilina,,105 ml,Mar,2361.32
amoxicilina,,x 90 ml,Klonal,9283.83
amoxicilina,,90 ml,,2529.5
amoxicilina,"AMOXICILINA RICHET 8.229,25",500 mg comp.ran.x 16,Richet,2377.01
amoxicilina,ELGYMOX,500 mg comp.rec.x 16,Sidus,8197.31
amoxicilina,,500 mg comp.rec.x 16,,9027.77
amoxicilina,AMOXIDAL,500 mg comp.rec.x 16,Roemmers,9717.0
amoxicilina,"AMOXIDAL 11.296,00",500 mg comp.rec.x 21,Roemmers,3413.63
amoxicilina,,500 mg comp.rec.x 8,,5618.32
amoxicilina,AMOXOL,500 500 mg comp.x 10,Medisol,4600.0
amoxicilina,AMOXIFARMA,500 mg comp.x 16,HLB Pharma,4548.7
amoxicilina,"AMOXICILINA FECOFAR 8.041,84",500 mg comp.x 16,Fecofar,1821.09
amoxicilina,"CLIACIL 8.178,00",500 mg comp.x 16,Ronnet,2260.14
amoxicilina,"AMOXITENK 8.371,69",500 mg comp.x 16,Biotenk,2124.96
amoxicilina,"DARZITIL 8.597,00",500 mg comp.x 16,Fabra,2448.92
amoxicilina,"GRINSIL 8.850,40",500 mg comp.x 16,Siegfried,2196.23
amoxicilina,"BIOXILINA 9.078,00",500 mg comp.x 16,Biosintex Retai,2303.66
amoxicilina,"TRIFAMOX 9.109,94",500 mg comp.x 16,BagÃ³,2564.28
amoxicilina,,500 mg comp.x 16,,2279.74
amoxicilina,AMOXOL,500 500 mg comp.x 21,CassarÃ¡,7300.0
amoxicilina,"AMOXI 500 MAR 8.700,00",500 mg comp.x 21,Mar,2106.81
amoxicilina,"GRINSIL 9.392,67",500 mg comp.x 21,Siegfried,2306.8
amoxicilina,AMOX-G,500 mg comp.x 21,Klonal,9674.7
amoxicilina,"TRIFAMOX 10.042,46",500 mg comp.x 21,BagÃ³,3121.62
amoxicilina,"DARZITIL 10.856,00",500 mg comp.x 21,Fabra,3104.91
amoxicilina,,500 mg comp.x 21,,2263.57
amoxicilina,"AMOXICILINA FECOFAR 4.627,40",500 mg comp.x 8,Fecofar,1048.52
amoxicilina,"CLIACIL 4.987,50",500 mg comp.x 8,Ronnet,1072.28
amoxicilina,GRINSIL,500 mg comp.x 8,Siegfried,5108.39
amoxicilina,AMOXITENK,500 mg comp.x 8,Biotenk,5278.74
amoxicilina,"DARZITIL 5.426,00",500 mg comp.x 8,Fabra,1238.09
amoxicilina,,500 mg comp.x 8,,1261.52
amoxicilina,,120 ml,BagÃ³,5007.71
amoxicilina,,120 ml,Fecofar,3737.34
amoxicilina,,120 ml,Fabra,4439.02
amoxicilina,,60 ml,Fecofar,1891.95
amoxicilina,,60 ml,Fabra,3053.27
amoxicilina,,90 ml,Fecofar,3001.07
amoxicilina,,90 ml,Fabra,3120.48
amoxicilina,,500 mg,Richet,2826.49
amoxicilina,,500 mg,Richet,3145.97
amoxicilina,,500 mg,Richet,4453.11
amoxicilina,,105 ml,Mar,2893.85
amoxicilina,,150 ml,Mar,3426.46
amoxicilina,,x 90 ml,Klonal,10768.91
amoxicilina,,90 ml,,3681.96
amoxicilina,,120 ml,Siegfried,3671.05
amoxicilina,,90 ml,Lepetit,10050.0
amoxicilina,,90 ml,Siegfried,11584.96
amoxicilina,,90 ml,Savant Generic,3381.97
amoxicilina,,90 ml,Biosintex Retai,3148.56
amoxicilina,,750 mg comp.x 16,,18832.91
amoxicilina,,70 ml,Fecofar,3490.3
amoxicilina,,750 mg,Richet,3717.49
amoxicilina,,120 ml,Siegfried,17269.79
amoxicilina,,70 ml,Fabra,3737.74
amoxicilina,,70 ml,Siegfried,13429.85
amoxicilina,,70 ml,Biosintex Retai,105.0
amoxicilina,,ml x 70 ml,Klonal,12846.5
amoxicilina,"AMOXI DUO MAR 10.775,00",875 mg comp. x 14,Mar,3125.48
amoxicilina,"FABAMOX PLUS 14.052,80",875 mg comp.rec.x 14,Savant Generic,3252.64
amoxicilina,,875 mg comp.rec.x 14,,14490.52
amoxicilina,"BIOXILINA DUO 14.590,00",875 mg comp.rec.x 14,Biosintex Retai,3449.64
amoxicilina,ELGYMOX DUO,875 mg comp.rec.x 16,Sidus,11827.28
amoxicilina,AMOXOL DUO,875 mg comp.x 10,CassarÃ¡,7400.0
amoxicilina,AMOXOL DUO,875 mg comp.x 14,CassarÃ¡,10900.0
amoxicilina,"AMOXICILINA FECOFAR DUO 11.066,26",875 mg comp.x 14,Fecofar,3074.34
amoxicilina,"GRINSIL DUO 12.370,54",875 mg comp.x 14,Siegfried,3283.45
amoxicilina,"TRIFAMOX DUO 13.055,14",875 mg comp.x 14,BagÃ³,3873.12
amoxicilina,"DARZITIL DUO 14.268,00",875 mg comp.x 14,Fabra,3697.78
amoxicilina,"AMOXICILINA RICHET DUO (TRZB) 12.382,93",875 mg comp.x 14,Richet,3453.56
amoxicilina,AMOX-G DUO,875 mg comp.x 16,Klonal,8037.62
amoxicilina,,rec.x 14,,3229.39
amoxicilina,,"AMOXIDAL DUO comp.x 14 15.808,00",Roemmers,4776.9
amoxicilina,,"AMOXICLER 500 comp.x 16 9.330,00",Monserrat,1991.06
amoxicilina,,"AMOXICLER 500 comp.x 21 10.640,00",Monserrat,2222.47
amoxicilina,,90 ml,Roemmers,2718.2
amoxicilina,,120 ml,Roemmers,3942.97
amoxicilina,,90 ml,Roemmers,3158.89
amoxicilina,,90 ml,Monserrat,2986.64
amoxicilina,,x 120 ml,CassarÃ¡,12100.0
amoxicilina,,x 70 ml,CassarÃ¡,10500.0
amoxicilina,,x 90 ml,CassarÃ¡,9400.0
amoxicilina,,x 100 ml,Mar,4398.88
amoxicilina,,x 70 ml,Mar,3356.95
